a1,a2,fϕ,f,redχ2
-1.2891141163003894,-2.0478030520330424,93.13593869668252,1.119829012198481,1.9541636164372844
-2.1691141163003893,-1.9478030520330423,93.25593869668252,1.1598290121984811,1.4336509269534405
-1.1691141163003893,-1.9278030520330423,92.77593869668252,1.1698290121984811,2.0269864593802063
-1.7891141163003894,-2.057803052033042,92.88593869668252,1.129829012198481,1.793272559051708
-3.0491141163003896,-2.0678030520330424,92.84593869668252,1.119829012198481,5.842310898218915
-3.1091141163003897,-2.017803052033042,93.40593869668253,1.1798290121984811,3.68081677316386
-2.7791141163003896,-2.137803052033042,92.60593869668253,1.139829012198481,3.79772295391242
-2.7091141163003893,-1.8778030520330422,93.37593869668252,1.1598290121984811,1.9354245010389093
-2.049114116300389,-1.8778030520330422,93.06593869668252,1.1598290121984811,1.3932360855692787
-2.5691141163003897,-1.9978030520330423,93.04593869668253,1.1798290121984811,1.7050943796466442
-1.0191141163003894,-1.8878030520330422,93.31593869668252,1.139829012198481,2.128982258610515
-1.4791141163003896,-1.9578030520330423,93.37593869668252,1.1798290121984811,1.7793131690542223
-1.1991141163003896,-2.1078030520330424,92.62593869668252,1.119829012198481,2.076771064492788
-0.7291141163003894,-1.9478030520330423,92.83593869668252,1.1598290121984811,2.3426212255706287
-3.0791141163003894,-1.9778030520330423,93.42593869668252,1.149829012198481,4.604629713756859
-1.8091141163003894,-2.137803052033042,92.89593869668252,1.1698290121984811,1.7186221955320342
-2.3691141163003895,-2.017803052033042,92.93593869668253,1.129829012198481,2.0332944367572376
-3.1491141163003897,-2.057803052033042,93.24593869668253,1.149829012198481,5.237930939139751
-1.5491141163003894,-1.9378030520330423,92.81593869668252,1.129829012198481,1.7328418299286374
-0.47911411630038936,-1.8878030520330422,93.03593869668252,1.149829012198481,2.5657267242009287
-2.7991141163003896,-2.017803052033042,93.33593869668252,1.1598290121984811,2.639711938805415
-1.7591141163003896,-1.9178030520330422,92.62593869668252,1.1798290121984811,1.5547300171082414
-2.4191141163003893,-2.0278030520330423,92.60593869668253,1.1798290121984811,1.6238788062050928
-0.6491141163003893,-2.0478030520330424,93.39593869668252,1.149829012198481,2.341737235127884
-1.0591141163003894,-1.9778030520330423,92.78593869668252,1.129829012198481,2.0530293882715998
-3.0491141163003896,-1.8978030520330422,93.38593869668252,1.1698290121984811,3.171240340217541
-0.7191141163003896,-2.1478030520330424,93.01593869668253,1.1698290121984811,2.2923483959496567
-2.0591141163003894,-1.9178030520330422,92.73593869668252,1.149829012198481,1.46994865663118
-0.7891141163003894,-2.0078030520330423,92.97593869668252,1.1798290121984811,2.3009525682394734
-3.0791141163003894,-1.8478030520330422,92.76593869668253,1.1598290121984811,3.6522731987132193
-0.9391141163003893,-1.8878030520330422,92.69593869668252,1.139829012198481,2.1774280041415044
