a1,a2,redχ2
-1.3921060096543392,-1.792399435747893,1.5393931339338647
-2.4231060096543393,-1.994399435747893,2.3829531353439117
-0.4091060096543391,-1.8423994357478928,2.1162103346504653
-0.5321060096543393,-1.8223994357478928,2.052379200046432
-0.029106009654339182,-1.6643994357478928,2.487064594958042
-2.924106009654339,-2.0443994357478927,5.374387594069876
-2.287106009654339,-2.1173994357478927,2.5733353136154067
-0.09710600965433924,-1.9813994357478928,2.2792719934085715
-0.23110600965433914,-2.204399435747893,2.412392930513411
-0.6931060096543393,-2.1893994357478928,2.185304511607592
-0.48810600965433926,-2.034399435747893,2.101181717189704
-1.9141060096543392,-1.869399435747893,1.449700190086304
-1.312106009654339,-2.094399435747893,1.8396257586830131
-2.784106009654339,-1.6643994357478928,2.6974610304007283
-1.208106009654339,-2.130399435747893,1.920215132466937
-1.889106009654339,-1.9433994357478928,1.5757644113733993
-1.3791060096543393,-1.7713994357478928,1.5435848745480882
-1.4771060096543391,-2.0523994357478927,1.7516834445597362
-3.005106009654339,-1.970399435747893,5.319323345618392
-0.020106009654339285,-1.655399435747893,2.5038086207418617
-1.7181060096543392,-2.382399435747893,2.9796208195550866
-2.773106009654339,-1.7743994357478927,2.9412352540737468
-0.01910600965433895,-1.7993994357478929,2.3589793409117963
-1.305106009654339,-2.3353994357478927,2.466351822900706
-1.919106009654339,-1.554399435747893,1.2035879208095968
-1.9541060096543392,-2.055399435747893,1.8773398841060218
-1.6861060096543392,-1.9443994357478929,1.5687854059996278
-1.1741060096543392,-2.175399435747893,2.0128808745368185
-0.6261060096543392,-1.6903994357478929,2.0869382733450887
-0.06110600965433921,-1.578399435747893,2.589737917383929
-1.5981060096543391,-1.7833994357478928,3.519925259731271
-1.474106009654339,-1.7633994357478928,1.4873024023865669
-0.1751060096543391,-2.190399435747893,2.4193214366588602
-2.6091060096543393,-1.598399435747893,1.885328392414416
-2.7661060096543393,-1.9553994357478928,3.591588341146801
-1.2711060096543392,-2.421399435747893,2.807190195837591
-1.8271060096543392,-2.243399435747893,2.4341597478387293
-0.716106009654339,-1.9203994357478928,1.931482557735258
-2.550106009654339,-1.5613994357478929,1.6701039652737903
-0.192106009654339,-1.6123994357478928,2.459810945780449
-2.006106009654339,-2.0123994357478927,1.7916707574162873
-0.7271060096543391,-1.6773994357478927,2.0304747999405786
-0.6661060096543392,-2.2663994357478927,4.303084078322033
-0.4831060096543389,-1.8703994357478928,2.0653571910177115
-1.107106009654339,-1.9143994357478928,1.7222318341365244
-0.11410600965433915,-1.8153994357478929,2.2962673374436195
-1.2021060096543392,-2.018399435747893,1.7601228933509578
-0.8111060096543392,-1.945399435747893,1.8858691514390737
-2.0481060096543393,-1.7123994357478929,1.2647176397850735
-2.7541060096543393,-2.007399435747893,3.777943300325833
-2.8011060096543394,-1.961399435747893,3.820556417233327
-1.820106009654339,-1.6603994357478928,1.275473435794242
-1.558106009654339,-1.6503994357478928,1.4254464167869365
-2.6731060096543393,-2.126399435747893,4.0156724301105875
-0.004106009654339271,-1.734399435747893,2.422048286631146
-0.5291060096543392,-2.3223994357478928,2.501078306852766
-1.738106009654339,-2.2663994357478927,3.286765064841671
-2.0891060096543392,-2.131399435747893,2.2796942682712373
-0.36510600965433904,-1.8223994357478928,2.1503756987439346
-1.649106009654339,-2.255399435747893,2.3365895766972757
-0.5981060096543391,-1.667399435747893,2.1289659290161316
-3.152106009654339,-1.8703994357478928,6.113501971110452
-1.7731060096543392,-2.456399435747893,5.489611748539927
-1.8861060096543392,-2.2383994357478927,2.475994579892382
-0.18110600965433932,-2.191399435747893,2.4178238024488414
-0.5491060096543392,-1.760399435747893,2.0778117887310787
-2.994106009654339,-1.7013994357478928,4.060345407680391
-1.3761060096543392,-2.112399435747893,1.8662212175271127
-2.1361060096543394,-2.011399435747893,1.9099253933692562
-1.321106009654339,-1.8263994357478928,1.5856818447406091
-0.6331060096543393,-2.035399435747893,2.02762321686252
-0.478106009654339,-1.9163994357478928,2.063941229716007
-1.566106009654339,-1.718399435747893,1.4253921052299963
-1.9631060096543391,-1.5633994357478929,1.1873419003104986
-0.03910600965433897,-2.120399435747893,2.4027511586753594
-1.8901060096543392,-2.087399435747893,1.9296726642785282
-0.8221060096543393,-2.120399435747893,2.0282627858631717
-0.36710600965433926,-1.590399435747893,2.3794252207791584
-0.3831060096543393,-1.843399435747893,2.130767406900496
-1.937106009654339,-1.885399435747893,1.4793916716242657
-2.036106009654339,-2.3713994357478927,5.715722919757083
-1.7131060096543391,-1.750399435747893,1.3682955107693766
-0.8831060096543393,-1.6803994357478929,1.917602963175713
-2.092106009654339,-2.0453994357478926,1.9690207103196675
-3.1771060096543393,-1.6283994357478928,5.318533821956738
-2.853106009654339,-1.5833994357478929,2.863661530524031
-0.2171060096543389,-1.722399435747893,2.311862477883785
-0.3361060096543391,-1.8863994357478928,2.145212326238026
-1.195106009654339,-1.7653994357478928,1.6583923158342606
-1.623106009654339,-2.317399435747893,2.5666327166273493
-0.3001060096543391,-2.249399435747893,2.450054876915237
-0.21810600965433924,-1.611399435747893,2.445148333090139
-2.044106009654339,-1.864399435747893,1.4758621188086423
-0.16710600965433908,-2.231399435747893,2.481162810909811
-3.0841060096543393,-1.812399435747893,5.202890892290725
-0.8961060096543392,-2.394399435747893,2.62785120935145
-1.091106009654339,-1.7593994357478928,1.7276504336080802
-1.3401060096543391,-1.6373994357478927,1.5938222037117695
-1.180106009654339,-2.111399435747893,1.8933753913510394
-2.416106009654339,-1.671399435747893,1.5349042654774938
-1.5571060096543392,-1.6743994357478929,1.4258332257975255
-1.538106009654339,-2.377399435747893,2.7725826364631057
-1.365106009654339,-1.659399435747893,1.566045653969892
-0.6471060096543391,-1.6893994357478928,2.073794370568542
-2.9871060096543394,-1.808399435747893,4.3975518292913485
-0.7151060096543391,-1.7063994357478929,2.0126731031176974
-0.35710600965433903,-2.0693994357478926,2.195041015103048
-0.19410600965433922,-2.284399435747893,4.663188419934202
-2.716106009654339,-1.792399435747893,2.724220438545843
-2.020106009654339,-1.9993994357478928,1.7662720217390644
-2.7771060096543394,-1.6653994357478927,2.666342252571847
-1.633106009654339,-1.5483994357478927,1.3865241586915926
-1.4081060096543392,-2.374399435747893,2.6672612277528653
-1.268106009654339,-2.168399435747893,1.9873509161553118
-0.204106009654339,-1.610399435747893,2.4552267960343213
-0.8101060096543393,-1.957399435747893,1.8908921530746525
-0.07810600965433911,-2.365399435747893,2.743948979093496
-3.1491060096543393,-1.7143994357478929,5.378036337124389
-1.905106009654339,-2.107399435747893,2.0017564287816016
-1.023106009654339,-1.8543994357478928,2.773994497435406
-2.311106009654339,-2.118399435747893,2.6337572365794952
-2.756106009654339,-2.013399435747893,3.8201801942518383
-2.7061060096543392,-1.9553994357478928,3.2777751293349278
-3.0811060096543392,-1.9643994357478929,5.955471967845363
-0.9951060096543389,-1.7823994357478927,2.814050371029084
-2.478106009654339,-1.9513994357478928,2.3756637538306107
-2.640106009654339,-1.824399435747893,2.5020761754289778
-2.087106009654339,-2.086399435747893,2.1046610221201605
-2.2821060096543393,-2.2383994357478927,3.2051908301568375
-1.1901060096543392,-1.6573994357478927,1.7031637490758027
-2.288106009654339,-1.8843994357478928,1.7506048707024222
-1.4891060096543391,-1.6333994357478927,1.4778337917430504
-0.837106009654339,-1.933399435747893,1.8681792836515483
-2.7771060096543394,-1.5433994357478928,2.417947518250192
-2.2301060096543392,-1.9323994357478929,1.7948696202111454
-1.937106009654339,-2.307399435747893,2.8800767848149156
-3.1291060096543393,-1.851399435747893,5.794959859185701
-0.4551060096543389,-2.3103994357478927,2.5003346247812663
-0.515106009654339,-2.0523994357478927,2.1008710611185566
-0.10210600965433914,-1.6663994357478928,2.4421378226569463
-0.004106009654339271,-1.5563994357478927,2.658764475529223
-1.1941060096543392,-2.365399435747893,2.5482553379479804
-2.921106009654339,-1.6983994357478929,3.902686453144473
-1.221106009654339,-2.251399435747893,2.1893290711685625
-0.906106009654339,-2.018399435747893,1.8804103038961897
-1.124106009654339,-2.062399435747893,1.837942233381696
-2.7101060096543392,-1.747399435747893,2.5690764298821582
-1.9731060096543391,-2.204399435747893,2.4326611027964082
-0.10810600965433892,-1.625399435747893,2.4925420344697895
-0.6381060096543392,-1.7093994357478928,2.0614871692060888
-0.6711060096543391,-2.0323994357478927,2.0061069211687137
-0.9571060096543391,-2.009399435747893,1.8496608713759397
-2.1201060096543394,-1.978399435747893,1.7941917893151111
-1.3981060096543392,-1.728399435747893,1.5302767073208219
-2.5721060096543393,-1.937399435747893,2.6320168551558867
-1.1141060096543391,-2.082399435747893,1.8677057765598137
-0.21510600965433913,-1.7823994357478927,2.26123601157457
-2.7371060096543394,-1.7453994357478928,2.683923026024652
-2.046106009654339,-2.313399435747893,3.1075919747912084
-0.9091060096543391,-1.863399435747893,1.8192042935964894
-0.446106009654339,-1.7043994357478929,2.190298375583901
-1.548106009654339,-1.9123994357478928,1.5495446074702348
-1.758106009654339,-2.324399435747893,2.726715784755659
-0.06910600965433922,-2.240399435747893,2.5393361899687488
-0.5971060096543392,-1.9603994357478929,2.0061401024580765
-1.3751060096543393,-1.9563994357478929,1.6411155890378322
-0.6251060096543393,-2.2943994357478927,2.4091217033839913
-2.630106009654339,-1.8273994357478929,2.4726391742442293
-1.4401060096543392,-1.7133994357478928,1.5030937492383283
-2.084106009654339,-2.303399435747893,3.1252515099095155
-0.8201060096543391,-1.5493994357478929,2.1031649787719613
-1.123106009654339,-2.172399435747893,2.015921125079152
-2.1971060096543393,-2.341399435747893,6.115229493115602
-1.7751060096543392,-2.066399435747893,1.8176078775675981
-0.01710600965433917,-2.203399435747893,2.512185450374964
-1.3281060096543391,-1.974399435747893,1.6734681792995816
-0.8991060096543393,-1.6463994357478928,1.9354237196856825
-2.819106009654339,-2.0533994357478926,4.423819677221027
-2.284106009654339,-1.736399435747893,1.4409896125730444
-0.24910600965433893,-2.3063994357478927,2.5691630554960416
-0.19310600965433888,-1.6963994357478929,2.3533026888618713
-1.800106009654339,-1.7093994357478928,1.3063666578252413
-3.122106009654339,-1.847399435747893,5.709420929960242
-0.02610600965433907,-2.432399435747893,2.906336495537884
-2.060106009654339,-2.229399435747893,2.6758121334038734
-0.7621060096543393,-2.3223994357478928,2.4352525360434236
-0.4531060096543391,-1.597399435747893,2.3121365688378437
-2.796106009654339,-1.6853994357478927,2.80796059123185
-1.3061060096543393,-1.8843994357478928,1.6145750457920167
-1.128106009654339,-2.2423994357478927,2.1701031549456675
-0.716106009654339,-1.800399435747893,1.950410085239428
-1.6641060096543392,-1.550399435747893,2.9060173581978006
-0.9041060096543392,-1.982399435747893,1.8557114992089945
-2.163106009654339,-2.100399435747893,2.264042184907203
-1.5431060096543392,-2.029399435747893,1.7104218872276733
-1.478106009654339,-1.736399435747893,1.480258345246369
-2.4711060096543394,-2.156399435747893,3.3105368217572257
-1.4501060096543392,-2.027399435747893,1.7133083881774984
-0.325106009654339,-1.550399435747893,2.4665614497528
-2.195106009654339,-2.102399435747893,2.325034945445327
-1.6901060096543392,-1.9353994357478927,1.555209696056774
-1.9381060096543392,-2.114399435747893,2.0506668754521
-0.3301060096543389,-2.2053994357478928,2.3683368147533814
-0.034106009654339076,-2.192399435747893,2.4895225783211377
-0.7701060096543393,-1.8833994357478927,1.8985237039845124
-1.0041060096543393,-1.867399435747893,2.7853484039501475
-0.6991060096543391,-2.358399435747893,2.54345741731621
-1.027106009654339,-1.7573994357478928,2.8029538856830145
-3.3101060096543393,-1.597399435747893,6.535769924038839
-0.5401060096543393,-1.772399435747893,2.0751211556850517
-2.0891060096543392,-2.421399435747893,6.276121625362181
-1.913106009654339,-2.392399435747893,5.461267718091305
-0.11910600965433904,-1.909399435747893,2.260517201575244
-2.2901060096543393,-1.889399435747893,1.7666287433216457
-1.4441060096543392,-1.973399435747893,1.6412768583054747
-0.05410600965433909,-2.106399435747893,2.381319843244304
-2.190106009654339,-2.112399435747893,2.3582557504312525
-1.929106009654339,-1.6783994357478929,1.244136242113325
-1.1811060096543393,-2.0803994357478928,1.8452152223230418
-1.092106009654339,-2.208399435747893,2.096330607173772
-2.201106009654339,-1.6743994357478929,1.2835679717240576
-0.648106009654339,-1.9353994357478927,1.9717712826875724
-0.6741060096543392,-2.299399435747893,2.4046179503822738
-2.9841060096543393,-1.941399435747893,4.9892164365287055
-2.763106009654339,-1.6263994357478928,2.514495941138508
-1.191106009654339,-2.019399435747893,1.7649078242079481
-1.8781060096543392,-1.9793994357478928,1.647098397676762
-1.5821060096543391,-2.154399435747893,1.988203401685878
-0.6001060096543389,-1.784399435747893,2.0305545208293716
-0.7661060096543393,-1.751399435747893,1.9454095553424897
-2.0991060096543395,-2.1133994357478927,2.221802043229306
-2.707106009654339,-1.8033994357478929,2.7174559689396287
-2.732106009654339,-1.7173994357478928,2.587007266153099
-1.7231060096543391,-2.229399435747893,2.2901542795283127
-2.302106009654339,-1.8013994357478929,1.5812182854432493
0.032893990345661095,-1.853399435747893,2.3569824934002632
-2.8791060096543393,-1.9443994357478929,4.232083618180105
-0.9991060096543389,-2.128399435747893,2.960359147537424
0.03889399034566088,-2.394399435747893,2.8422742131035217
-0.49610600965433926,-2.260399435747893,2.38823497893455
-1.5821060096543391,-2.268399435747893,3.393738499543436
-0.3021060096543393,-1.6123994357478928,2.390926654941431
-2.236106009654339,-2.271399435747893,3.352970711910726
-2.8431060096543392,-1.5673994357478929,2.778126663121097
-0.5141060096543391,-1.937399435747893,2.0460056414953547
-1.216106009654339,-1.969399435747893,1.7080167794199983
-0.531106009654339,-2.422399435747893,2.7601884786529465
-0.8841060096543392,-2.453399435747893,2.849868497552109
-1.631106009654339,-1.707399435747893,1.3869158722796253
-1.2101060096543392,-2.247399435747893,2.178604797959168
-0.11710600965433926,-1.8253994357478929,2.2889214225237984
-2.739106009654339,-2.0723994357478928,4.049317203607439
-2.427106009654339,-2.174399435747893,3.2623489791198668
-0.2921060096543391,-2.214399435747893,2.398958434319678
-1.816106009654339,-1.8143994357478928,1.383514626056326
-1.7531060096543392,-1.5893994357478929,1.3030871083228466
-0.23110600965433914,-1.990399435747893,2.2119531107374537
-0.8111060096543392,-1.9633994357478928,1.8929161358640223
-0.6941060096543392,-1.845399435747893,1.9479376564259865
-1.7131060096543391,-1.6783994357478929,1.3396049753884702
-0.06110600965433921,-2.245399435747893,2.5503300519416
-0.8591060096543393,-1.941399435747893,1.859038066530638
-2.9881060096543393,-1.8013994357478929,4.37703977357216
-0.27610600965433907,-1.949399435747893,2.177211207382853
-1.313106009654339,-1.9593994357478928,1.6640420817821089
-2.8311060096543392,-1.881399435747893,3.642893121797367
-0.466106009654339,-2.142399435747893,2.2184986514834155
-0.188106009654339,-1.6293994357478927,2.4388058760559277
-1.095106009654339,-1.978399435747893,1.7645498871919765
-1.875106009654339,-1.687399435747893,1.2651799679180447
-0.6281060096543389,-1.562399435747893,2.2355547754951455
-2.254106009654339,-1.635399435747893,1.2817759284019679
-1.345106009654339,-1.7063994357478929,1.5687123419249502
-2.513106009654339,-2.0403994357478927,2.855137956600645
-0.12310600965433904,-1.845399435747893,2.27577045030408
-0.11410600965433915,-2.284399435747893,4.713750641315827
-1.3021060096543393,-2.365399435747893,2.579650161421003
-1.7811060096543392,-2.428399435747893,5.3241919364250565
-2.348106009654339,-2.005399435747893,2.2414127593356077
-2.050106009654339,-2.247399435747893,2.7498080647985836
-0.196106009654339,-2.426399435747893,2.8447138720443266
-2.070106009654339,-2.156399435747893,2.356502079942226
-0.426106009654339,-2.183399435747893,2.292521350314476
-0.571106009654339,-2.075399435747893,2.093038750886902
-0.12910600965433927,-1.9633994357478928,2.2579246576599257
-1.1701060096543392,-1.7553994357478928,1.6768251126015312
-0.6531060096543393,-2.340399435747893,2.507440833611152
-1.0331060096543392,-1.5773994357478929,2.9508203593796414
-0.591106009654339,-1.8963994357478928,2.0004514963227265
-1.0981060096543391,-1.6863994357478929,1.756371693264653
-2.8701060096543394,-1.5733994357478929,2.933474120286524
-2.9871060096543394,-2.275399435747893,6.139793599957058
-1.046106009654339,-1.8823994357478928,2.758357115838114
-1.9121060096543392,-1.7893994357478928,1.3425775356675445
-1.1171060096543393,-1.7593994357478928,1.7105698709408044
-0.08510600965433923,-1.7913994357478928,2.328102984291272
-1.2511060096543392,-2.3383994357478928,2.462819581259283
-2.6201060096543394,-1.6443994357478928,1.9978803994598358
-0.8891060096543391,-1.6203994357478928,1.9680349819169984
-1.381106009654339,-2.354399435747893,2.5687845198399404
-1.728106009654339,-2.260399435747893,2.413647206045255
-1.079106009654339,-1.9473994357478928,1.7515488618717698
-1.8051060096543392,-1.6303994357478928,1.274662655565321
-1.5771060096543392,-1.542399435747893,1.4333137325188414
-0.3101060096543393,-1.5733994357478929,2.4415605211599516
-1.881106009654339,-1.8093994357478929,1.3679995347404674
-0.03810600965433908,-2.412399435747893,2.8557230642437768
-0.321106009654339,-2.046399435747893,2.195523262617143
-0.11910600965433904,-2.123399435747893,2.3658953596004944
-0.9371060096543391,-2.3633994357478927,2.5241042579271595
-1.4581060096543392,-2.130399435747893,1.9048902814174886
-1.9561060096543392,-1.7823994357478927,1.333375890361032
-1.5871060096543392,-2.394399435747893,2.900078574766058
-1.2701060096543393,-2.400399435747893,2.712573164259853
-2.990106009654339,-1.6933994357478928,4.005684871097101
-2.8221060096543393,-1.724399435747893,3.0481967045997482
-0.38110600965433905,-2.073399435747893,2.1863463386984545
-0.5601060096543393,-1.9593994357478928,2.0258905796838778
-0.4611060096543391,-1.8503994357478928,2.083376280982858
-1.7211060096543391,-1.990399435747893,1.6437399475114904
-1.2101060096543392,-1.7933994357478928,1.6458188288857012
-2.825106009654339,-2.049399435747893,4.439211214073966
-0.9601060096543392,-2.179399435747893,2.0709526844418678
-2.760106009654339,-2.3673994357478927,6.016809196970209
-2.6451060096543393,-1.968399435747893,3.050708609415156
-1.9301060096543392,-2.1943994357478926,2.3397977948047224
-2.139106009654339,-1.7933994357478928,1.4039759263406713
-0.0801060096543389,-1.9023994357478928,2.2823066111063683
-0.7581060096543393,-1.7413994357478928,1.9572395527161768
-1.5901060096543391,-2.1373994357478927,1.9459637481229346
-1.6221060096543392,-2.3383994357478928,2.6589313543009294
-0.8631060096543393,-1.6413994357478927,1.9670835665808388
-2.082106009654339,-2.241399435747893,2.7748587886399845
-0.3021060096543393,-1.7943994357478927,2.2028679982952513
-0.9091060096543391,-1.9123994357478928,1.8240535197038912
-2.5771060096543392,-1.9313994357478927,2.6275765480562643
-0.337106009654339,-2.283399435747893,4.5683842747471015
-3.0561060096543393,-1.695399435747893,4.511222748628369
-1.605106009654339,-1.992399435747893,1.650707995399099
-2.361106009654339,-1.6483994357478928,1.4149127692570256
-1.996106009654339,-2.251399435747893,2.6827249206893007
-0.15610600965433896,-2.3343994357478928,2.656352800620151
-0.3401060096543391,-2.272399435747893,4.5690185437026685
-0.04410600965433931,-1.9183994357478928,2.299850970264643
-0.8271060096543392,-2.3593994357478927,2.5232558568574714
-2.396106009654339,-1.9273994357478927,2.0797067754022263
-0.8401060096543391,-1.9503994357478929,1.8723508276536276
0.015893990345660747,-1.8833994357478927,2.3375408662187516
-2.390106009654339,-1.9603994357478929,2.1755264098626252
-0.3221060096543389,-2.046399435747893,2.1950098807488843
-0.712106009654339,-1.937399435747893,1.9370516292495554
-1.0521060096543393,-2.329399435747893,3.3734016194793037
-2.150106009654339,-2.119399435747893,2.3210717856620877
-2.610106009654339,-1.844399435747893,2.449990541923564
-2.2051060096543393,-1.731399435747893,1.356998113464873
-0.25210600965433905,-2.1693994357478927,2.354862954300302
-0.627106009654339,-2.448399435747893,2.833726020117852
-1.6281060096543392,-2.1813994357478927,2.0785529754543592
-1.5591060096543392,-1.643399435747893,1.4251906968439694
-2.918106009654339,-2.0083994357478927,5.128587061918569
-0.24810600965433904,-2.441399435747893,2.872976567022392
-1.2941060096543393,-1.868399435747893,1.6129709820322207
-1.4511060096543391,-2.0123994357478927,1.6910426084149903
-2.958106009654339,-1.711399435747893,3.8391737809656368
-1.4591060096543391,-1.9303994357478929,1.5909457443728312
-0.14310600965433906,-2.212399435747893,2.4647643573868554
-1.107106009654339,-1.6443994357478928,1.7767223143247592
-2.849106009654339,-1.6523994357478928,3.001859178071331
-1.869106009654339,-1.727399435747893,1.292976327362774
-2.916106009654339,-1.9423994357478929,4.777699528562213
-2.966106009654339,-1.986399435747893,5.092501853285437
-0.02510600965433918,-1.751399435747893,2.394147828969948
-1.5491060096543392,-1.909399435747893,1.5461872967474855
-2.2611060096543394,-2.308399435747893,6.156891277653648
-2.7581060096543393,-1.723399435747893,2.7220313592266048
-1.119106009654339,-1.6543994357478928,1.760449817848667
-1.8131060096543392,-1.925399435747893,1.5335201791619681
-1.132106009654339,-1.9513994357478928,1.72977264043061
-0.6621060096543392,-1.8913994357478927,1.9601465859435363
-2.406106009654339,-1.8463994357478928,1.868259727496156
-1.366106009654339,-2.324399435747893,2.4465613583850474
-1.1371060096543393,-1.901399435747893,1.702364749587731
-1.3551060096543392,-2.214399435747893,2.09878896860307
-1.3341060096543393,-2.3303994357478928,2.4572964358414078
-2.7941060096543393,-1.631399435747893,2.6698565762869992
-1.6361060096543392,-1.8303994357478928,2.694444035421504
-0.36010600965433914,-1.7003994357478929,2.248058347900965
-1.003106009654339,-1.746399435747893,2.8273423310142975
-0.8281060096543391,-2.353399435747893,2.5056938047530677
-0.09710600965433924,-2.412399435747893,2.837808719835809
-1.764106009654339,-1.8273994357478929,1.4091406508303221
-0.4591060096543389,-2.039399435747893,2.1196316900600745
-1.4501060096543392,-2.216399435747893,2.121449066776301
-0.4321060096543392,-2.259399435747893,2.411902048131345
-1.482106009654339,-1.6303994357478928,1.4838559411149945
-1.080106009654339,-2.247399435747893,2.1878696124314136
-2.119106009654339,-1.8783994357478928,1.5478136490777519
-0.2091060096543389,-2.0043994357478927,2.229254208054176
-2.382106009654339,-2.023399435747893,2.391344927951815
-0.9881060096543393,-2.244399435747893,2.196693436210882
-0.15110600965433907,-1.6643994357478928,2.415711264544196
-0.21910600965433913,-2.4273994357478927,2.841448829856764
-2.012106009654339,-2.111399435747893,2.109948906740492
-0.14810600965433895,-2.2983994357478927,2.5957779936405276
-0.5491060096543392,-1.855399435747893,2.0307894050127637
-2.0241060096543393,-1.7633994357478928,1.316978501844608
-0.5251060096543392,-1.5793994357478929,2.2869201320763954
-1.8431060096543392,-2.025399435747893,1.740542152250635
-1.1011060096543392,-2.418399435747893,2.736248581426054
-3.0811060096543392,-1.977399435747893,6.033257814887579
-0.4611060096543391,-2.079399435747893,2.1515754750925113
-1.5901060096543391,-1.740399435747893,1.4182388759214344
-2.172106009654339,-2.2743994357478927,3.3101806547300847
-0.47710600965433914,-1.7703994357478927,2.1151349675021627
-1.2101060096543392,-1.5673994357478929,1.7476433974319479
-0.2741060096543393,-1.849399435747893,2.1902696171160247
-0.5921060096543389,-1.736399435747893,2.0687703216966438
-0.11910600965433904,-2.126399435747893,2.3690791963724283
-1.0641060096543393,-2.073399435747893,1.8724278767366054
-2.4721060096543392,-1.5713994357478929,1.5089229001683102
-1.468106009654339,-2.1293994357478927,1.9035672330590747
-0.9641060096543392,-2.105399435747893,1.9512152954894841
-2.1811060096543393,-2.034399435747893,2.0443678522944593
-1.923106009654339,-2.2943994357478927,2.7902438151742808
-1.3861060096543392,-1.5453994357478928,1.601561168013619
-1.9181060096543392,-1.9183994357478928,1.5345018349840045
0.020893990345661084,-1.7773994357478928,2.3973527375081614
-1.300106009654339,-1.7143994357478929,1.5985620938295666
-0.5371060096543392,-1.9063994357478928,2.0307992458051656
-1.6961060096543392,-2.430399435747893,5.129332830412726
-1.6381060096543392,-1.6623994357478928,3.1572926787648496
-0.11510600965433904,-2.110399435747893,2.354585403724025
-1.7451060096543392,-1.812399435747893,1.4002995925892292
-2.001106009654339,-2.420399435747893,5.938079112923497
-2.686106009654339,-2.429399435747893,6.093205363084914
-1.208106009654339,-2.413399435747893,2.7454550377743874
-1.734106009654339,-1.848399435747893,1.4386620787140822
-0.5541060096543391,-1.7673994357478928,2.0698195975767666
-0.9321060096543392,-1.9143994357478928,1.8121986519101698
-0.07210600965433889,-1.860399435747893,2.297521087988318
-1.869106009654339,-2.438399435747893,5.637722811177617
-1.1691060096543393,-2.039399435747893,1.794936313318389
-1.9441060096543392,-1.5723994357478928,1.19606296017657
-0.720106009654339,-1.8353994357478929,1.935075785013954
-0.6471060096543391,-2.0003994357478927,1.9972148107465115
-1.9241060096543392,-2.283399435747893,3.2701277872642596
-1.443106009654339,-2.065399435747893,1.776001014949503
-2.068106009654339,-1.980399435747893,1.7520876326535413
-0.8001060096543391,-2.386399435747893,2.6086939631990202
-1.2191060096543391,-1.800399435747893,1.640228689807523
-0.7101060096543392,-2.271399435747893,4.261089395332089
0.010893990345660853,-1.602399435747893,2.595864848467505
0.025893990345660978,-2.1413994357478927,2.457532761031068
-0.6251060096543393,-2.4473994357478928,2.8303501035189877
-0.46410600965433924,-2.428399435747893,2.790399877465624
-1.5801060096543391,-1.727399435747893,1.4196715039718095
-0.345106009654339,-2.1013994357478927,2.2307568423079083
-1.528106009654339,-1.667399435747893,1.4452655917963169
-1.4221060096543392,-2.386399435747893,2.729498335976731
-0.9531060096543391,-2.366399435747893,2.532899622687512
-1.241106009654339,-1.5813994357478929,1.709496165669327
-2.398106009654339,-1.957399435747893,2.184132297903294
-2.2741060096543393,-2.041399435747893,2.2249562899110162
-1.8681060096543392,-2.3383994357478928,2.94279032296304
-1.506106009654339,-1.6563994357478928,1.4615234343879526
-1.8481060096543391,-2.4153994357478927,5.421452310932046
-2.082106009654339,-1.5433994357478928,1.158982722002356
